Expiration Date,Calls,Calls Last Sale,Calls Net,Calls Bid,Calls Ask,Calls Volume,Calls IV,Calls Delta,Calls Gamma,Calls Open Interest,Strike,Puts,Puts Last Sale,Puts Net,Puts Bid,Puts Ask,Puts Volume,Puts IV,Puts Delta,Puts Gamma,Puts Open Interest
Fri Oct 13 2023,AMD231013C00111000,0.7,-0.2,0.69,0.72,1102,0.3877,0.1756,0.0329,1291,111.00,AMD231013P00111000,8.85,0,8.6,8.9,0,0.3988,-0.8345,0.0341,57
Fri Oct 13 2023,AMD231013C00112000,0.6,-0.135,0.55,0.58,1586,0.388,0.1468,0.0293,2114,112.00,AMD231013P00112000,8.85,-0.8,9.5,9.65,1,0.3909,-0.8643,0.0306,58
Fri Oct 13 2023,AMD231013C00113000,0.47,-0.13,0.44,0.46,222,0.3885,0.122,0.0257,907,113.00,AMD231013P00113000,10.5,-0.025,10.4,10.55,2,0.3935,-0.8903,0.0271,18
Fri Oct 20 2023,AMD231020C00094000,10.15,-0.25,10,10.3,14,0.4288,0.8265,0.0238,62,94.00,AMD231020P00094000,1.04,-0.12,1.02,1.05,1094,0.4332,-0.1745,0.024,2787
Fri Oct 20 2023,AMD231020C00095000,9.27,-0.305,9.2,9.5,167,0.4267,0.8012,0.0261,11595,95.00,AMD231020P00095000,1.24,-0.12,1.21,1.24,1382,0.4296,-0.2,0.0263,35517
Fri Oct 20 2023,AMD231020C00096000,8.5,-0.3,8.45,8.65,31,0.4208,0.7735,0.0284,1334,96.00,AMD231020P00096000,1.39,-0.2,1.42,1.48,250,0.4272,-0.2279,0.0286,2409
Fri Oct 20 2023,AMD231020C00097000,8.54,0.465,7.7,7.9,70,0.4179,0.7435,0.0306,1764,97.00,AMD231020P00097000,1.7,-0.15,1.67,1.73,189,0.424,-0.2581,0.0309,1949
Fri Oct 20 2023,AMD231020C00098000,7,-0.35,7.05,7.2,54,0.4201,0.7114,0.0327,1679,98.00,AMD231020P00098000,1.93,-0.21,1.95,2.02,408,0.4214,-0.2905,0.033,1273
Fri Oct 20 2023,AMD231020C00099000,6.3,-0.4,6.4,6.55,46,0.4208,0.6773,0.0346,1403,99.00,AMD231020P00099000,2.27,-0.195,2.26,2.34,375,0.4182,-0.3249,0.035,1129
Fri Oct 20 2023,AMD231020C00100000,5.81,-0.24,5.75,5.85,839,0.4148,0.6415,0.0363,18669,100.00,AMD231020P00100000,2.66,-0.17,2.59,2.69,2393,0.414,-0.3611,0.0367,27932
Fri Oct 20 2023,AMD231020C00101000,5.18,-0.27,5.15,5.25,128,0.413,0.6042,0.0377,2611,101.00,AMD231020P00101000,3.05,-0.175,3,3.1,647,0.4133,-0.3988,0.0381,1117
Fri Oct 20 2023,AMD231020C00102000,4.6,-0.3,4.6,4.7,373,0.4124,0.5659,0.0387,1793,102.00,AMD231020P00102000,3.4,-0.275,3.4,3.5,689,0.4075,-0.4376,0.0392,1679
Fri Oct 20 2023,AMD231020C00103000,4.1,-0.275,4.05,4.15,523,0.4078,0.5268,0.0394,2190,103.00,AMD231020P00103000,4,-0.125,3.9,4,599,0.408,-0.4772,0.0399,1760
Fri Oct 20 2023,AMD231020C00104000,3.61,-0.265,3.6,3.65,861,0.4069,0.4875,0.0397,1561,104.00,AMD231020P00104000,4.48,-0.17,4.4,4.5,452,0.4045,-0.5172,0.0403,779
Fri Oct 20 2023,AMD231020C00105000,3.14,-0.285,3.15,3.25,2461,0.4072,0.4482,0.0395,19148,105.00,AMD231020P00105000,5.05,-0.15,4.95,5.05,1036,0.402,-0.5571,0.0402,27836
Fri Oct 20 2023,AMD231020C00106000,2.75,-0.275,2.75,2.8,393,0.4035,0.4096,0.039,854,106.00,AMD231020P00106000,5.45,-0.35,5.55,5.65,189,0.4006,-0.5965,0.0398,382
Fri Oct 20 2023,AMD231020C00107000,2.39,-0.25,2.38,2.44,536,0.4022,0.3718,0.0381,2691,107.00,AMD231020P00107000,6.05,-0.35,6.2,6.3,164,0.4004,-0.635,0.0389,180
Fri Oct 20 2023,AMD231020C00108000,2.07,-0.23,2.05,2.09,508,0.3996,0.3355,0.0368,1127,108.00,AMD231020P00108000,6.29,-0.81,6.85,7,87,0.399,-0.6722,0.0377,137
Fri Oct 20 2023,AMD231020C00109000,1.82,-0.17,1.73,1.8,307,0.3971,0.3008,0.0353,954,109.00,AMD231020P00109000,7.7,-0.075,7.55,7.7,10,0.3964,-0.7078,0.0362,29
Fri Oct 20 2023,AMD231020C00110000,1.51,-0.215,1.5,1.52,3578,0.3965,0.268,0.0334,19261,110.00,AMD231020P00110000,8.44,-0.06,8.3,8.45,836,0.3957,-0.7416,0.0345,11690
Fri Oct 20 2023,AMD231020C00111000,1.28,-0.2,1.26,1.31,282,0.396,0.2374,0.0314,683,111.00,AMD231020P00111000,8.05,-1.2,9.1,9.4,4,0.4076,-0.7732,0.0326,16
Fri Oct 20 2023,AMD231020C00112000,1.07,-0.195,1.06,1.13,1546,0.3965,0.2092,0.0293,1503,112.00,AMD231020P00112000,9.31,-0.765,9.9,10.05,14,0.3956,-0.8026,0.0305,74
Fri Oct 20 2023,AMD231020C00113000,0.95,-0.13,0.89,0.93,150,0.394,0.1833,0.027,1003,113.00,AMD231020P00113000,10.05,-0.825,10.7,10.95,15,0.3972,-0.8296,0.0283,37
Fri Oct 27 2023,AMD231027C00094000,11.6,0.625,10.4,10.95,2,0.4301,0.7988,0.0226,19,94.00,AMD231027P00094000,1.5,-0.125,1.45,1.49,647,0.4347,-0.2026,0.0227,668
Fri Oct 27 2023,AMD231027C00095000,10.32,0.145,9.85,10.1,11,0.436,0.7746,0.0242,150,95.00,AMD231027P00095000,1.65,-0.21,1.67,1.71,271,0.4312,-0.2269,0.0245,1535
Fri Oct 27 2023,AMD231027C00096000,9.96,0.485,9.05,9.65,4,0.4462,0.7488,0.0259,127,96.00,AMD231027P00096000,1.85,-0.27,1.92,1.96,39,0.4283,-0.253,0.0261,1599
Fri Oct 27 2023,AMD231027C00097000,9,0.225,8.35,8.65,20,0.4289,0.7214,0.0274,197,97.00,AMD231027P00097000,2.1,-0.3,2.2,2.24,108,0.4257,-0.2807,0.0277,663
Fri Oct 27 2023,AMD231027C00098000,7.9,-0.175,7.65,8.1,46,0.4326,0.6926,0.0289,313,98.00,AMD231027P00098000,2.46,-0.26,2.5,2.55,40,0.4227,-0.3098,0.0292,1491
Fri Oct 27 2023,AMD231027C00099000,7.25,-0.175,7,7.35,42,0.4258,0.6625,0.0302,347,99.00,AMD231027P00099000,2.9,-0.175,2.84,2.89,65,0.4203,-0.3403,0.0306,400
Fri Oct 27 2023,AMD231027C00100000,7,0.2,6.45,6.55,250,0.4187,0.6313,0.0313,865,100.00,AMD231027P00100000,3.25,-0.2,3.2,3.3,377,0.419,-0.3719,0.0317,1384
Fri Oct 27 2023,AMD231027C00101000,6.05,-0.15,5.85,5.95,46,0.4158,0.5991,0.0323,323,101.00,AMD231027P00101000,3.65,-0.2,3.6,3.7,192,0.4162,-0.4045,0.0327,446
Fri Oct 27 2023,AMD231027C00102000,5.35,-0.3,5.3,5.4,36,0.4144,0.5663,0.033,1561,102.00,AMD231027P00102000,4.1,-0.2,4.05,4.15,71,0.4149,-0.4378,0.0335,261
Fri Oct 27 2023,AMD231027C00103000,4.95,-0.15,4.8,4.9,147,0.4146,0.533,0.0336,826,103.00,AMD231027P00103000,4.7,-0.075,4.5,4.8,105,0.4194,-0.4717,0.0341,321
Fri Oct 27 2023,AMD231027C00104000,4.45,-0.175,4.3,4.4,723,0.4117,0.4994,0.0338,543,104.00,AMD231027P00104000,4.7,-0.6,5.05,5.15,184,0.4121,-0.5059,0.0344,193
Fri Oct 27 2023,AMD231027C00105000,3.9,-0.25,3.85,3.95,557,0.4104,0.4659,0.0339,1146,105.00,AMD231027P00105000,5.34,-0.485,5.55,5.7,79,0.4085,-0.5401,0.0345,555
Fri Oct 27 2023,AMD231027C00106000,3.5,-0.25,3.3,3.65,139,0.4084,0.4326,0.0336,695,106.00,AMD231027P00106000,5.65,-0.75,6.15,6.25,13,0.4062,-0.574,0.0344,103
Fri Oct 27 2023,AMD231027C00107000,3.25,-0.1,3.05,3.15,56,0.408,0.3999,0.0332,537,107.00,AMD231027P00107000,6.28,-0.72,6.75,6.9,29,0.4055,-0.6076,0.034,163
Fri Oct 27 2023,AMD231027C00108000,2.73,-0.28,2.71,2.76,286,0.4056,0.3679,0.0325,451,108.00,AMD231027P00108000,6.85,-0.8,7.4,7.55,19,0.4041,-0.6404,0.0334,224
Fri Oct 27 2023,AMD231027C00109000,2.34,-0.32,2.39,2.44,37,0.4046,0.337,0.0316,214,109.00,AMD231027P00109000,7.15,-1.025,8.1,8.4,1,0.4119,-0.6722,0.0325,68
Fri Oct 27 2023,AMD231027C00110000,2.1,-0.25,2.09,2.14,458,0.4027,0.3072,0.0305,1678,110.00,AMD231027P00110000,9,0.025,8.65,9.15,13,0.4047,-0.7029,0.0315,91
Fri Oct 27 2023,AMD231027C00111000,2.07,0,1.83,1.88,69,0.402,0.2789,0.0292,518,111.00,AMD231027P00111000,8.9,-0.825,9.55,9.8,3,0.4072,-0.7323,0.0303,115
Fri Oct 27 2023,AMD231027C00112000,1.58,-0.25,1.6,1.64,128,0.4013,0.252,0.0278,1296,112.00,AMD231027P00112000,9.6,-0.875,10.1,10.55,2,0.3927,-0.7602,0.029,66
Fri Oct 27 2023,AMD231027C00113000,1.5,-0.105,1.39,1.43,65,0.4007,0.2269,0.0263,211,113.00,AMD231027P00113000,10.8,0,11.05,11.65,0,0.4189,-0.7865,0.0275,77
