Symbol,Call/Put,Expiration,Strike Price,Volume,Matched,Routed,Bid Size,Bid Price,Ask Size,Ask Price,Last Price
SPY,C,2023-10-04,427.0000,10685,10391,294,0,0.0,0,0.0,0.0100
TSLA,P,2023-10-06,250.0000,10610,10033,577,0,0.0,0,0.0,0.6700
IWM,P,2024-01-19,198.0000,10565,10565,0,0,0.0,0,0.0,27.8300
HYG,P,2023-11-17,69.0000,10349,10349,0,0,0.0,0,0.0,0.2700
QQQ,C,2023-10-04,360.0000,10201,10111,90,0,0.0,0,0.0,0.0200
NKE,P,2023-10-20,105.0000,10128,10128,0,0,0.0,0,0.0,9.2700
VIX,C,2024-01-17,25.0000,10056,10056,0,0,0.0,0,0.0,1.9100
IWM,P,2023-11-03,168.0000,10027,10027,0,0,0.0,0,0.0,2.7100
IWM,P,2023-11-03,158.0000,10003,10003,0,0,0.0,0,0.0,0.7900
MO,P,2023-10-20,45.0000,10002,10002,0,0,0.0,0,0.0,3.6500
MO,P,2023-10-20,47.5000,10000,10000,0,0,0.0,0,0.0,6.1500
HYG,P,2023-10-06,74.0000,10000,10000,0,0,0.0,0,0.0,2.9700
IWM,P,2023-10-20,175.0000,9959,9958,1,0,0.0,0,0.0,5.0200
VIX,P,2023-11-15,16.0000,9785,9785,0,0,0.0,0,0.0,0.5800
SPXW,P,2023-10-05,4235.0000,9754,9754,0,0,0.0,0,0.0,6.4300
SPXW,C,2023-10-05,4295.0000,9737,9737,0,0,0.0,0,0.0,3.5000
SPY,P,2023-12-15,475.0000,9608,9608,0,0,0.0,0,0.0,52.4300
SPY,C,2023-10-05,422.0000,9525,9433,92,0,0.0,0,0.0,3.3800
SPXW,P,2023-10-04,4160.0000,9376,9376,0,0,0.0,0,0.0,0.0500
SPY,P,2023-10-05,424.0000,9290,9167,123,0,0.0,0,0.0,1.2500
IWM,P,2024-01-19,199.0000,9280,9280,0,0,0.0,0,0.0,28.8200
BAC,P,2024-01-19,35.0000,9241,9241,0,0,0.0,0,0.0,9.3500
SPXW,P,2023-10-04,4155.0000,9187,9187,0,0,0.0,0,0.0,0.0500
SPXW,C,2023-10-04,4225.0000,8899,8899,0,0,0.0,0,0.0,39.8800
SPXW,P,2023-10-09,3500.0000,8871,8871,0,0,0.0,0,0.0,0.1500
AAPL,P,2023-10-20,190.0000,8843,8843,0,0,0.0,0,0.0,17.2700
SPY,P,2023-10-04,425.0000,8835,8798,37,0,0.0,0,0.0,0.5000
SPXW,P,2023-10-04,4145.0000,8673,8673,0,0,0.0,0,0.0,0.0500
KRE,P,2024-01-19,58.0000,8459,8459,0,0,0.0,0,0.0,18.0200
SPX,C,2023-10-20,4700.0000,8252,8252,0,0,0.0,0,0.0,0.1000
SPY,P,2023-10-20,446.0000,8081,8081,0,0,0.0,0,0.0,20.8300
VIX,C,2023-11-15,23.0000,8049,8049,0,0,0.0,0,0.0,1.2500
SPX,P,2023-11-17,4100.0000,8007,8007,0,0,0.0,0,0.0,41.6000
QQQ,C,2023-10-04,361.0000,7949,7944,5,0,0.0,0,0.0,0.0100
TLT,P,2024-01-19,110.0000,7899,7899,0,0,0.0,0,0.0,24.1200
SPX,P,2023-10-20,4100.0000,7883,7883,0,0,0.0,0,0.0,13.7600
SPXW,P,2023-10-10,3500.0000,7854,7854,0,0,0.0,0,0.0,0.2500
XLF,P,2023-10-20,35.0000,7845,7845,0,0,0.0,0,0.0,2.6200
SPXW,P,2023-10-04,4140.0000,7826,7826,0,0,0.0,0,0.0,0.0500
SPXW,C,2023-10-04,4335.0000,7803,7803,0,0,0.0,0,0.0,0.0500
GOOGL,C,2023-10-13,140.0000,7768,7768,0,0,0.0,0,0.0,0.6400
SPY,C,2023-10-05,426.0000,7762,7742,20,0,0.0,0,0.0,1.0100
SPX,P,2023-10-20,3500.0000,7720,7720,0,0,0.0,0,0.0,0.9900
IWM,P,2023-10-20,198.0000,7673,7673,0,0,0.0,0,0.0,27.8200
QQQ,C,2023-10-04,357.0000,7658,7613,45,0,0.0,0,0.0,2.4200
IWM,P,2023-11-17,195.0000,7647,7647,0,0,0.0,0,0.0,24.8100
GLD,P,2023-10-20,178.5000,7609,7609,0,0,0.0,0,0.0,9.8400
LQD,P,2023-10-20,108.0000,7500,7500,0,0,0.0,0,0.0,7.5800
HYG,P,2023-10-06,73.5000,7500,7500,0,0,0.0,0,0.0,2.9800
LQD,P,2023-10-20,106.0000,7500,7500,0,0,0.0,0,0.0,6.0800
SPXW,P,2023-10-05,4200.0000,7449,7449,0,0,0.0,0,0.0,1.7700
EEM,P,2023-10-20,41.0000,7386,7386,0,0,0.0,0,0.0,3.9000
QQQ,P,2023-10-04,354.0000,7359,7305,54,0,0.0,0,0.0,0.0100
XBI,P,2023-10-20,85.0000,7301,7301,0,0,0.0,0,0.0,15.6200
EMB,P,2023-10-20,84.0000,7285,7285,0,0,0.0,0,0.0,3.4300
EMB,P,2023-10-20,85.0000,7285,7285,0,0,0.0,0,0.0,4.4300
SPXW,C,2023-10-05,4305.0000,7254,7254,0,0,0.0,0,0.0,2.0000
SPX,C,2023-10-20,4400.0000,7224,7224,0,0,0.0,0,0.0,9.6000
XLF,P,2024-01-19,37.0000,7109,7109,0,0,0.0,0,0.0,4.6200
SPXW,P,2023-10-11,3550.0000,7104,7104,0,0,0.0,0,0.0,0.3000
VIX,C,2023-11-15,29.0000,7099,7099,0,0,0.0,0,0.0,0.8600
TLT,C,2023-10-20,90.0000,7085,7085,0,0,0.0,0,0.0,0.3800
AAPL,P,2023-10-20,195.0000,7061,7061,0,0,0.0,0,0.0,22.2800
SPY,P,2023-10-20,370.0000,7047,7047,0,0,0.0,0,0.0,0.1600
XBI,P,2024-01-19,90.0000,7038,7038,0,0,0.0,0,0.0,20.6500
SPXW,C,2023-10-05,4315.0000,7034,7034,0,0,0.0,0,0.0,1.0500
SPY,P,2023-10-20,390.0000,7006,7006,0,0,0.0,0,0.0,0.3600
SPXW,P,2023-10-05,4250.0000,6979,6979,0,0,0.0,0,0.0,10.5500
SPXW,C,2023-10-05,4290.0000,6976,6976,0,0,0.0,0,0.0,4.5000
SPXW,C,2023-10-06,4300.0000,6948,6948,0,0,0.0,0,0.0,8.4500
SPXW,C,2023-10-05,4310.0000,6941,6941,0,0,0.0,0,0.0,1.4600
VIX,C,2023-11-15,19.0000,6880,6880,0,0,0.0,0,0.0,2.1000
TSLA,P,2023-10-06,245.0000,6740,6467,273,0,0.0,0,0.0,0.2700
TLT,C,2023-10-20,87.0000,6720,6720,0,0,0.0,0,0.0,1.3000
VIX,C,2023-10-18,18.0000,6697,6697,0,0,0.0,0,0.0,1.4900
SPXW,P,2023-10-11,3500.0000,6686,6686,0,0,0.0,0,0.0,0.3000
SPXW,P,2023-10-31,3800.0000,6645,6645,0,0,0.0,0,0.0,4.2000
SPY,P,2023-11-17,455.0000,6619,6619,0,0,0.0,0,0.0,32.4200
SPX,P,2023-10-20,4220.0000,6544,6544,0,0,0.0,0,0.0,36.4500
SPX,C,2023-10-20,4220.0000,6506,6506,0,0,0.0,0,0.0,89.2500
SPXW,P,2023-10-06,4200.0000,6472,6472,0,0,0.0,0,0.0,5.9000
TSLA,C,2023-10-06,265.0000,6410,6235,175,0,0.0,0,0.0,2.3900
SPXW,C,2023-10-05,4330.0000,6391,6391,0,0,0.0,0,0.0,0.4000
QQQ,P,2023-10-05,355.0000,6388,6277,111,0,0.0,0,0.0,0.2800
XLU,C,2023-12-15,66.0000,6316,6316,0,0,0.0,0,0.0,0.1400
SPY,C,2023-10-06,425.0000,6316,6271,45,0,0.0,0,0.0,2.2900
RUTW,P,2023-11-03,1580.0000,6250,6250,0,0,0.0,0,0.0,7.0500
BAC,P,2024-01-19,38.0000,6227,6227,0,0,0.0,0,0.0,12.3500
SPXW,P,2023-10-05,4180.0000,6202,6202,0,0,0.0,0,0.0,0.9200
AAPL,P,2023-10-06,172.5000,6180,6117,63,0,0.0,0,0.0,0.8900
SPXW,C,2023-10-04,4305.0000,6166,6166,0,0,0.0,0,0.0,0.0500
AAPL,C,2023-10-06,175.0000,6156,6001,155,0,0.0,0,0.0,0.7700
XSP,P,2023-10-20,421.0000,6153,6153,0,0,0.0,0,0.0,3.5000
SPY,C,2023-10-04,420.0000,6134,6134,0,0,0.0,0,0.0,4.4300
SPXW,P,2023-10-05,4220.0000,6103,6103,0,0,0.0,0,0.0,3.7100
SPXW,C,2023-10-05,4320.0000,6094,6094,0,0,0.0,0,0.0,0.7000
SPXW,C,2023-10-05,4280.0000,6049,6049,0,0,0.0,0,0.0,7.3500
TSLA,P,2023-10-06,240.0000,6041,5900,141,0,0.0,0,0.0,0.1200
SPXW,P,2023-10-16,3500.0000,6027,6027,0,0,0.0,0,0.0,0.6000
SPXW,C,2023-10-05,4270.0000,6020,6020,0,0,0.0,0,0.0,11.3000
SPXW,C,2023-10-05,4250.0000,6009,6009,0,0,0.0,0,0.0,21.9000
IWM,P,2025-12-19,145.0000,6000,6000,0,0,0.0,0,0.0,8.8900
XLU,C,2023-12-15,63.0000,5969,5969,0,0,0.0,0,0.0,0.4100
SPX,P,2023-10-20,4200.0000,5958,5958,0,0,0.0,0,0.0,32.9000
SPXW,C,2023-10-05,4260.0000,5943,5943,0,0,0.0,0,0.0,15.9500
SPY,P,2023-10-04,416.0000,5939,5871,68,0,0.0,0,0.0,0.0100
TSLA,C,2023-10-06,255.0000,5860,5729,131,0,0.0,0,0.0,7.9500
EWZ,C,2023-10-06,30.0000,5818,5818,0,0,0.0,0,0.0,0.1000
TSLA,P,2023-10-06,247.5000,5782,5700,82,0,0.0,0,0.0,0.4400
XLV,P,2023-10-20,133.0000,5775,5775,0,0,0.0,0,0.0,5.7700
AI,P,2023-12-15,22.5000,5769,5769,0,0,0.0,0,0.0,2.5200
TSLA,P,2024-01-19,450.0000,5756,5756,0,0,0.0,0,0.0,192.2200
SPY,P,2023-10-06,422.0000,5701,5581,120,0,0.0,0,0.0,1.3600
SPX,P,2023-10-20,4000.0000,5697,5697,0,0,0.0,0,0.0,5.9000
SPXW,P,2023-10-05,4150.0000,5695,5695,0,0,0.0,0,0.0,0.4500
TLT,P,2023-11-17,100.0000,5648,5648,0,0,0.0,0,0.0,14.1300
SPX,C,2023-10-20,4300.0000,5627,5627,0,0,0.0,0,0.0,41.4300
SPY,C,2023-10-04,428.0000,5608,5608,0,0,0.0,0,0.0,0.0100
SPXW,C,2023-10-04,4220.0000,5595,5595,0,0,0.0,0,0.0,45.8300
SPXW,P,2023-10-05,4225.0000,5543,5543,0,0,0.0,0,0.0,4.5000
SPX,C,2023-12-15,4300.0000,5536,5536,0,0,0.0,0,0.0,118.2900
IWM,P,2023-12-15,210.0000,5528,5528,0,0,0.0,0,0.0,39.8100
SPXW,P,2023-10-05,4240.0000,5489,5489,0,0,0.0,0,0.0,7.6700
VIX,C,2023-10-18,22.0000,5478,5478,0,0,0.0,0,0.0,0.6000
SPY,P,2023-10-05,418.0000,5433,5416,17,0,0.0,0,0.0,0.1600
TSLA,P,2024-01-19,416.6700,5419,5419,0,0,0.0,0,0.0,158.8300
MMM,P,2023-10-06,99.0000,5348,5348,0,0,0.0,0,0.0,11.2500
SPY,P,2023-10-05,419.0000,5341,5316,25,0,0.0,0,0.0,0.2100
SPXW,C,2023-10-06,4315.0000,5303,5303,0,0,0.0,0,0.0,5.0000
VIX,C,2023-10-18,35.0000,5297,5297,0,0,0.0,0,0.0,0.1700
XLU,P,2023-10-20,63.0000,5251,5251,0,0,0.0,0,0.0,6.3000
SPX,P,2023-12-15,4300.0000,5181,5181,0,0,0.0,0,0.0,123.9900
SPX,C,2023-10-20,4420.0000,5178,5178,0,0,0.0,0,0.0,6.9000
TSLA,C,2023-10-06,257.5000,5175,5025,150,0,0.0,0,0.0,6.2600
VIX,C,2023-11-15,40.0000,5172,5172,0,0,0.0,0,0.0,0.3600
SPY,P,2023-11-17,380.0000,5170,5170,0,0,0.0,0,0.0,1.1200
NEE,P,2023-11-17,70.0000,5169,5169,0,0,0.0,0,0.0,19.2000
VIX,P,2023-12-20,14.0000,5166,5166,0,0,0.0,0,0.0,0.2000
TSLA,P,2023-10-06,252.5000,5166,5101,65,0,0.0,0,0.0,1.0100
VIX,C,2023-11-15,25.0000,5151,5151,0,0,0.0,0,0.0,1.0100
KO,P,2023-10-20,60.0000,5144,5144,0,0,0.0,0,0.0,5.1000
SPXW,P,2023-10-05,4190.0000,5144,5144,0,0,0.0,0,0.0,1.2800
SQ,P,2023-10-20,53.0000,5134,5134,0,0,0.0,0,0.0,11.2700
DLTR,P,2024-01-19,135.0000,5124,5124,0,0,0.0,0,0.0,30.5700
SPY,C,2023-10-06,423.0000,5096,5024,72,0,0.0,0,0.0,3.5000
VIX,C,2023-10-18,31.0000,5087,5087,0,0,0.0,0,0.0,0.2200
XLF,C,2024-01-19,33.0000,5067,5067,0,0,0.0,0,0.0,1.1800
SPXW,P,2023-10-06,4100.0000,5042,5042,0,0,0.0,0,0.0,0.6500
EFA,P,2023-12-15,80.0000,5040,5040,0,0,0.0,0,0.0,13.0900
RUT,P,2023-10-20,1600.0000,5028,5028,0,0,0.0,0,0.0,3.1100
XLF,C,2024-01-19,35.0000,5026,5026,0,0,0.0,0,0.0,0.4300
XLF,P,2024-01-19,29.0000,5022,5022,0,0,0.0,0,0.0,0.4400
VIX,P,2023-10-18,20.0000,5018,5018,0,0,0.0,0,0.0,2.3700
SPXW,P,2023-10-13,3200.0000,5012,5012,0,0,0.0,0,0.0,0.1500
RUTW,P,2023-11-03,1680.0000,5010,5010,0,0,0.0,0,0.0,21.6200
XLV,P,2024-06-21,105.0000,5002,5002,0,0,0.0,0,0.0,1.3100
SPX,P,2023-11-17,4050.0000,4996,4996,0,0,0.0,0,0.0,33.0000
SPXW,C,2023-10-05,4265.0000,4961,4961,0,0,0.0,0,0.0,13.5000
SPX,P,2023-10-20,4420.0000,4958,4958,0,0,0.0,0,0.0,185.5800
SPX,P,2023-12-15,4000.0000,4945,4945,0,0,0.0,0,0.0,43.5700
SPY,C,2023-10-05,428.0000,4940,4936,4,0,0.0,0,0.0,0.3800
GLD,P,2023-11-17,180.0000,4919,4919,0,0,0.0,0,0.0,11.3700
TSLA,P,2023-10-06,255.0000,4912,4739,173,0,0.0,0,0.0,1.5500
SPY,P,2023-10-05,425.0000,4879,4847,32,0,0.0,0,0.0,1.7200
AMZN,C,2023-10-06,132.0000,4879,4879,0,0,0.0,0,0.0,0.1000
EEM,P,2023-10-20,40.0000,4871,4871,0,0,0.0,0,0.0,2.9000
XLV,P,2023-12-15,138.0000,4865,4865,0,0,0.0,0,0.0,10.7700
SPXW,C,2023-10-05,4325.0000,4840,4840,0,0,0.0,0,0.0,0.4900
SPXW,P,2023-10-05,4210.0000,4820,4820,0,0,0.0,0,0.0,2.5500
SPY,P,2023-10-05,417.0000,4795,4791,4,0,0.0,0,0.0,0.1100
QQQ,P,2023-10-04,353.0000,4785,4758,27,0,0.0,0,0.0,0.0100
SPX,P,2023-12-15,4100.0000,4783,4783,0,0,0.0,0,0.0,63.2000
SPXW,P,2023-10-04,4135.0000,4771,4771,0,0,0.0,0,0.0,0.0500
TSLA,C,2023-10-06,250.0000,4753,4693,60,0,0.0,0,0.0,12.2500
SPX,C,2023-10-20,4350.0000,4744,4744,0,0,0.0,0,0.0,21.8200
SPXW,P,2023-10-05,4175.0000,4741,4741,0,0,0.0,0,0.0,0.8000
SPY,P,2023-10-06,423.0000,4738,4687,51,0,0.0,0,0.0,1.6900
SPX,P,2024-01-19,4000.0000,4738,4738,0,0,0.0,0,0.0,62.7000
SPY,C,2023-10-05,427.0000,4671,4660,11,0,0.0,0,0.0,0.6200
XSP,C,2023-10-04,425.0000,4665,4665,0,0,0.0,0,0.0,1.5500
TGT,P,2023-10-20,125.0000,4651,4651,0,0,0.0,0,0.0,18.8100
QQQ,P,2023-10-04,359.0000,4650,4635,15,0,0.0,0,0.0,0.0100
KSS,P,2023-11-17,17.5000,4607,4607,0,0,0.0,0,0.0,0.4900
GLD,P,2023-12-15,183.0000,4606,4606,0,0,0.0,0,0.0,14.3200
VIX,C,2023-10-18,60.0000,4588,4588,0,0,0.0,0,0.0,0.0600
SPXW,C,2023-10-05,4355.0000,4536,4536,0,0,0.0,0,0.0,0.0700
EEM,P,2023-12-15,42.0000,4502,4502,0,0,0.0,0,0.0,4.9000
FSR,P,2023-10-06,9.0000,4500,4500,0,0,0.0,0,0.0,2.8500
FSR,C,2023-10-06,9.0000,4500,4500,0,0,0.0,0,0.0,0.0500
TSLA,C,2023-10-06,262.5000,4489,4429,60,0,0.0,0,0.0,3.3500
